image,threshold
kaz01_1166,138.0
kaz01_1167,143.0
kaz01_1168,139.0
kaz01_1169,147.0
kaz01_1170,142.0
kaz01_1171,150.0
kaz01_1172,141.0
kaz01_1173,143.0
kaz01_1174,142.0
kaz01_1175,144.0
kaz01_1176,134.0
kaz01_1177,137.0
kaz01_1178,138.0
kaz01_1179,141.0
kaz01_1180,140.0
kaz01_1181,145.0
kaz01_1182,138.0
kaz01_1183,141.0
kaz01_1184,137.0
kaz01_1185,141.0
kaz01_1186,142.0
kaz01_1187,141.0
kaz01_1188,146.0
kaz01_1189,140.0
kaz01_1190,139.0
kaz01_1191,141.0
kaz01_1192,148.0
kaz01_1193,139.0
kaz01_1194,136.0
kaz01_1195,148.0
kaz01_1196,134.0
kaz01_1197,138.0
kaz01_1198,136.0
kaz01_1199,147.0
kaz01_1200,141.0
kaz01_1201,142.0
kaz01_1202,138.0
kaz01_1203,144.0
kaz01_1204,142.0
kaz01_1205,140.0
kaz01_1206,139.0
kaz01_1207,142.0
kaz01_1208,136.0
kaz01_1209,143.0
kaz01_1210,136.0
kaz01_1211,139.0
kaz01_1212,138.0
kaz01_1213,142.0
kaz01_1214,143.0
kaz01_1215,140.0
kaz01_1216,139.0
kaz01_1217,142.0
kaz01_1218,135.0
kaz01_1219,144.0
kaz01_1220,139.0
kaz01_1221,144.0
kaz01_1222,137.0
kaz01_1223,139.0
kaz01_1224,141.0
kaz01_1225,144.0
kaz01_1226,140.0
kaz01_1227,147.0
kaz01_1228,142.0
kaz01_1229,145.0
kaz01_1230,142.0
kaz01_1231,143.0
kaz01_1232,143.0
kaz01_1233,142.0
kaz01_1234,137.0
kaz01_1235,142.0
kaz01_1236,136.0
kaz01_1237,143.0
kaz01_1238,142.0
kaz01_1239,144.0
kaz01_1240,137.0
kaz01_1241,146.0
kaz01_1242,136.0
kaz01_1243,151.0
kaz01_1244,137.0
kaz01_1245,152.0
kaz01_1246,139.0
kaz01_1247,144.0
kaz01_1248,135.0
kaz01_1249,152.0
kaz01_1250,140.0
kaz01_1251,142.0
kaz01_1252,142.0
kaz01_1253,140.0
kaz01_1254,139.0
kaz01_1255,144.0
kaz01_1256,135.0
kaz01_1257,146.0
kaz01_1258,136.0
kaz01_1259,138.0
kaz01_1260,138.0
kaz01_1261,145.0
kaz01_1262,137.0
kaz01_1263,141.0
kaz01_1264,140.0
kaz01_1265,141.0
kaz01_1266,137.0
kaz01_1267,150.0
kaz01_1268,136.0
kaz01_1269,145.0
kaz01_1270,140.0
kaz01_1271,144.0
kaz01_1272,138.0
kaz01_1273,146.0
kaz01_1274,136.0
kaz01_1275,145.0
kaz01_1276,137.0
kaz01_1277,143.0
kaz01_1278,136.0
kaz01_1279,144.0
kaz01_1280,135.0
kaz01_1281,150.0
kaz01_1282,137.0
kaz01_1283,145.0
kaz01_1284,141.0
kaz01_1285,149.0
kaz01_1286,137.0
kaz01_1287,142.0
kaz01_1288,137.0
kaz01_1289,144.0
kaz01_1290,136.0
kaz01_1291,143.0
kaz01_1292,138.0
kaz01_1293,144.0
kaz01_1294,137.0
kaz01_1295,145.0
kaz01_1296,136.0
kaz01_1297,145.0
kaz01_1298,141.0
kaz01_1299,146.0
kaz01_1300,137.0
kaz01_1301,149.0
kaz01_1302,136.0
kaz01_1303,141.0
kaz01_1304,140.0
kaz01_1305,144.0
kaz01_1306,140.0
kaz01_1307,148.0
kaz01_1308,137.0
kaz01_1309,146.0
kaz01_1310,140.0
kaz01_1311,146.0
kaz01_1312,141.0
kaz01_1313,144.0
kaz01_1314,139.0
kaz01_1315,143.0
kaz01_1316,139.0
kaz01_1317,143.0
kaz01_1318,137.0
kaz01_1319,145.0
kaz01_1320,136.0
kaz01_1321,145.0
kaz01_1322,139.0
kaz01_1323,146.0
kaz01_1324,142.0
kaz01_1325,144.0
kaz01_1326,139.0
kaz01_1327,144.0
kaz01_1328,140.0
kaz01_1329,141.0
kaz01_1330,141.0
kaz01_1331,142.0
kaz01_1332,139.0
kaz01_1333,145.0
kaz01_1334,137.0
kaz01_1335,144.0
kaz01_1336,137.0
kaz01_1337,150.0
kaz01_1338,141.0
kaz01_1339,144.0
kaz01_1340,141.0
kaz01_1341,147.0
kaz01_1342,137.0
kaz01_1343,148.0
kaz01_1344,139.0
kaz01_1345,152.0
kaz01_1346,142.0
kaz01_1347,144.0
kaz01_1348,142.0
kaz01_1349,147.0
kaz01_1350,139.0
kaz01_1351,142.0
kaz01_1352,139.0
kaz01_1353,153.0
kaz01_1354,141.0
kaz01_1355,149.0
kaz01_1356,138.0
kaz01_1357,146.0
kaz01_1358,141.0
kaz01_1359,146.0
kaz01_1360,144.0
kaz01_1361,144.0
kaz01_1362,139.0
kaz01_1363,151.0
kaz01_1364,147.0
kaz01_1365,150.0
kaz01_1366,137.0
kaz01_1367,153.0
kaz01_1368,143.0
kaz01_1369,148.0
kaz01_1370,138.0
kaz01_1371,147.0
kaz01_1372,138.0
kaz01_1373,153.0
kaz01_1374,139.0
kaz01_1375,146.0
kaz01_1376,136.0
kaz01_1377,149.0
kaz01_1378,136.0
kaz01_1379,142.0
kaz01_1380,135.0
kaz01_1381,148.0
kaz01_1382,136.0
kaz01_1383,147.0
kaz01_1384,137.0
kaz01_1385,146.0
kaz01_1386,145.0
kaz01_1387,152.0
kaz01_1388,138.0
kaz01_1389,144.0
kaz01_1390,144.0
kaz01_1391,151.0
kaz01_1392,139.0
